epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
59,660.029,2.07813,1.4585,0.8747,0.42743,0.30411,0.33399,0.17681,1.84617,1.14979,0.87556,0.000177559,0.000177559,0.000177559
60,670.683,2.16269,1.36604,0.8699,0.42545,0.31148,0.33631,0.18178,1.80421,1.13892,0.87278,0.00017343,0.00017343,0.00017343
61,682.822,2.13101,1.3825,0.86456,0.40591,0.31856,0.33897,0.18515,1.7652,1.13037,0.86981,0.000169302,0.000169302,0.000169302
62,693.953,1.98964,1.36678,0.88085,0.41133,0.31919,0.34092,0.18791,1.75665,1.12432,0.86878,0.000165174,0.000165174,0.000165174
63,708.605,2.15641,1.41283,0.87204,0.42223,0.31901,0.34122,0.18771,1.76399,1.11038,0.86791,0.000161045,0.000161045,0.000161045
64,717.759,2.01025,1.26466,0.859,0.43883,0.32114,0.34464,0.18625,1.76882,1.09842,0.86786,0.000156917,0.000156917,0.000156917
65,726.584,2.08494,1.30043,0.88103,0.43647,0.32145,0.34712,0.18596,1.76681,1.08901,0.86774,0.000152789,0.000152789,0.000152789
66,739.337,2.06698,1.33431,0.86551,0.41679,0.32406,0.35058,0.18705,1.76052,1.07917,0.86769,0.00014866,0.00014866,0.00014866
67,750.11,2.03365,1.38889,0.86202,0.40959,0.33105,0.35593,0.18731,1.77173,1.07344,0.86761,0.000144532,0.000144532,0.000144532
68,765.127,1.96349,1.24295,0.87801,0.41224,0.33199,0.35835,0.18856,1.79215,1.08046,0.86886,0.000140404,0.000140404,0.000140404
69,774.97,1.96505,1.28218,0.85796,0.41503,0.33707,0.36003,0.18885,1.80247,1.08655,0.86955,0.000136276,0.000136276,0.000136276
70,784.109,2.00866,1.36846,0.86382,0.40192,0.34398,0.3604,0.19131,1.79603,1.08695,0.86934,0.000132147,0.000132147,0.000132147
71,794.48,1.87656,1.23361,0.8768,0.40889,0.34295,0.36286,0.19579,1.7726,1.07171,0.86815,0.000128019,0.000128019,0.000128019
72,802.919,1.89763,1.24923,0.86894,0.41831,0.34158,0.36732,0.20048,1.74059,1.05531,0.86574,0.000123891,0.000123891,0.000123891
73,815.564,1.91028,1.23821,0.85702,0.4152,0.34359,0.36891,0.20324,1.71103,1.04023,0.8632,0.000119762,0.000119762,0.000119762
74,824.436,1.9426,1.23235,0.86773,0.42455,0.3414,0.36838,0.20525,1.70042,1.03242,0.86147,0.000115634,0.000115634,0.000115634
75,833.347,1.95247,1.23192,0.87264,0.41975,0.34264,0.37016,0.20699,1.69774,1.02691,0.86099,0.000111506,0.000111506,0.000111506
76,843.428,2.00362,1.28151,0.85017,0.41663,0.3466,0.37282,0.20863,1.69762,1.02384,0.8606,0.000107378,0.000107378,0.000107378
77,853.044,1.88074,1.22369,0.87036,0.4124,0.34983,0.37388,0.20815,1.69789,1.02381,0.86071,0.000103249,0.000103249,0.000103249
78,862.913,1.90607,1.22883,0.86137,0.47224,0.35381,0.37823,0.20838,1.69714,1.02375,0.8612,9.91209e-05,9.91209e-05,9.91209e-05
79,873.807,1.83001,1.1982,0.86135,0.47237,0.35471,0.37999,0.2089,1.70012,1.01939,0.86182,9.49926e-05,9.49926e-05,9.49926e-05
80,882.496,2.01534,1.32326,0.86063,0.52486,0.35384,0.38219,0.20908,1.7022,1.01589,0.86199,9.08643e-05,9.08643e-05,9.08643e-05
81,892.342,1.85653,1.19112,0.8625,0.47701,0.35513,0.38451,0.21101,1.70624,1.01047,0.86199,8.6736e-05,8.6736e-05,8.6736e-05
82,902.707,1.78268,1.18286,0.86629,0.52625,0.35921,0.38699,0.2117,1.70638,1.00857,0.86181,8.26077e-05,8.26077e-05,8.26077e-05
83,912.074,2.13964,1.28645,0.85914,0.53135,0.35736,0.38763,0.2129,1.70139,1.00533,0.8616,7.84794e-05,7.84794e-05,7.84794e-05
84,920.582,1.96199,1.25848,0.85484,0.53383,0.35723,0.38889,0.2141,1.6886,1.00162,0.86071,7.43511e-05,7.43511e-05,7.43511e-05
85,932.87,1.90269,1.18178,0.85877,0.48732,0.35518,0.38863,0.21359,1.67977,1.00001,0.86071,7.02228e-05,7.02228e-05,7.02228e-05
86,944.648,1.86554,1.15374,0.86095,0.50138,0.3556,0.39029,0.21488,1.67428,0.99761,0.86024,6.60945e-05,6.60945e-05,6.60945e-05
87,960.137,2.04202,1.23749,0.85989,0.5036,0.35547,0.3914,0.21658,1.66736,0.99435,0.85979,6.19662e-05,6.19662e-05,6.19662e-05
88,970.14,1.92145,1.22546,0.85439,0.51246,0.35726,0.3927,0.21751,1.66065,0.99112,0.85957,5.78379e-05,5.78379e-05,5.78379e-05
89,981.965,2.04925,1.2512,0.86332,0.51563,0.36109,0.39575,0.22022,1.65696,0.98695,0.85909,5.37096e-05,5.37096e-05,5.37096e-05
90,990.781,1.86665,1.16685,0.85506,0.51591,0.36359,0.39715,0.22061,1.65246,0.9839,0.85842,4.95813e-05,4.95813e-05,4.95813e-05
91,1052.65,1.82593,1.15172,0.86936,0.5142,0.36356,0.39691,0.22037,1.64556,0.98025,0.85849,4.5453e-05,4.5453e-05,4.5453e-05
92,1063.64,1.92362,1.21118,0.88518,0.5139,0.36649,0.39626,0.22049,1.64555,0.97875,0.85827,4.13247e-05,4.13247e-05,4.13247e-05
93,1073.06,1.86929,1.2359,0.86699,0.51526,0.36518,0.39719,0.22059,1.64752,0.97769,0.8584,3.71964e-05,3.71964e-05,3.71964e-05
94,1082.41,1.77312,1.12274,0.85352,0.51853,0.36676,0.39914,0.22017,1.65661,0.97881,0.85871,3.30681e-05,3.30681e-05,3.30681e-05
95,1091.55,1.7282,1.09873,0.86894,0.51575,0.36625,0.40013,0.22069,1.66347,0.97975,0.85907,2.89398e-05,2.89398e-05,2.89398e-05
96,1099.72,1.76135,1.12356,0.85562,0.51673,0.36587,0.40057,0.2199,1.67407,0.98421,0.85937,2.48115e-05,2.48115e-05,2.48115e-05
97,1108.3,1.75469,1.14322,0.86785,0.51897,0.36572,0.40103,0.21931,1.68412,0.98564,0.85977,2.06832e-05,2.06832e-05,2.06832e-05
98,1117.41,1.86172,1.22338,0.85448,0.51858,0.36566,0.40204,0.21872,1.69224,0.98938,0.86035,1.65549e-05,1.65549e-05,1.65549e-05
99,1126.3,1.73982,1.12906,0.85378,0.51995,0.36343,0.4017,0.21889,1.69205,0.99131,0.86017,1.24266e-05,1.24266e-05,1.24266e-05
100,1135.08,1.77973,1.19865,0.85093,0.51971,0.36396,0.40075,0.21806,1.69035,0.9945,0.85999,8.2983e-06,8.2983e-06,8.2983e-06
