epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
22,262.491,2.74168,2.26462,0.92075,0.7684,0.11944,0.18537,0.09383,2.42615,2.43852,0.9311,0.00026851,0.00026851,0.00026851
23,272.764,2.62811,2.21523,0.90674,0.75307,0.12407,0.19228,0.09786,2.4095,2.29866,0.9259,0.000276159,0.000276159,0.000276159
24,282.139,2.73729,2.22708,0.89635,0.58802,0.14644,0.19752,0.09911,2.39667,2.16406,0.91846,0.000283396,0.000283396,0.000283396
25,294.029,2.70366,2.08801,0.88916,0.5847,0.17043,0.20614,0.10109,2.38441,2.03094,0.91538,0.000290219,0.000290219,0.000290219
26,304.872,2.6057,1.99509,0.90027,0.56651,0.18529,0.2121,0.1052,2.37286,1.92305,0.91377,0.000287991,0.000287991,0.000287991
27,314.96,2.59863,1.9524,0.88804,0.5651,0.19822,0.21661,0.10715,2.37392,1.83234,0.91305,0.00028283,0.00028283,0.00028283
28,323.29,2.6165,1.99936,0.88596,0.51222,0.20566,0.21995,0.10454,2.35781,1.78876,0.91326,0.00027767,0.00027767,0.00027767
29,334.601,2.59589,2.56864,0.92053,0.4232,0.21092,0.22448,0.10961,2.33157,1.76295,0.91189,0.000272509,0.000272509,0.000272509
30,346.412,2.55293,1.94886,0.88017,0.37117,0.21674,0.23086,0.11751,2.29056,1.7281,0.90735,0.000267349,0.000267349,0.000267349
31,357.911,2.40166,1.79051,0.87695,0.37185,0.22763,0.23782,0.11665,2.29467,1.69469,0.90356,0.000262189,0.000262189,0.000262189
32,367.28,2.53939,1.93193,0.88331,0.33061,0.24278,0.24106,0.11766,2.29884,1.65258,0.90189,0.000257028,0.000257028,0.000257028
33,377.48,2.54002,1.90766,0.88105,0.33617,0.253,0.24591,0.12017,2.29914,1.60471,0.90053,0.000251868,0.000251868,0.000251868
34,386.952,2.74932,1.9271,0.87027,0.39319,0.26102,0.2531,0.12525,2.25843,1.54941,0.89658,0.000246708,0.000246708,0.000246708
35,397.677,2.46016,1.77978,0.86322,0.46357,0.26528,0.26024,0.13255,2.19197,1.49529,0.89168,0.000241547,0.000241547,0.000241547
36,407.429,2.38121,1.69816,0.8649,0.47441,0.26944,0.26927,0.13917,2.16016,1.45382,0.88784,0.000236387,0.000236387,0.000236387
37,416.864,2.46018,1.72977,0.8735,0.47878,0.27348,0.27549,0.14161,2.18263,1.43163,0.88892,0.000231226,0.000231226,0.000231226
38,428.488,2.37359,1.68489,0.86245,0.42831,0.27741,0.28146,0.14304,2.19063,1.41569,0.89016,0.000226066,0.000226066,0.000226066
39,437.902,2.28733,1.62061,0.8541,0.43552,0.27895,0.28541,0.14547,2.17904,1.39908,0.89015,0.000220906,0.000220906,0.000220906
40,448.781,2.38778,1.64995,0.87343,0.49013,0.28513,0.2913,0.14717,2.15408,1.37982,0.88922,0.000215745,0.000215745,0.000215745
41,460.393,2.32078,1.62778,0.86685,0.49505,0.28787,0.29698,0.15136,2.14092,1.3717,0.88676,0.000210585,0.000210585,0.000210585
42,469.326,2.3765,1.59124,0.86857,0.49229,0.29212,0.29767,0.15294,2.14187,1.36086,0.88497,0.000205425,0.000205425,0.000205425
43,478.659,2.43284,1.70099,0.86339,0.49583,0.29609,0.30258,0.15511,2.12055,1.34345,0.88218,0.000200264,0.000200264,0.000200264
44,489.152,2.34889,1.61591,0.86871,0.50003,0.29911,0.30698,0.15709,2.11835,1.33028,0.88094,0.000195104,0.000195104,0.000195104
45,497.645,2.2464,1.62569,0.86556,0.50313,0.30281,0.31099,0.15627,2.15895,1.32564,0.88343,0.000189943,0.000189943,0.000189943
46,507.766,2.39182,1.67782,0.86261,0.5075,0.31024,0.31501,0.15725,2.18508,1.32129,0.8858,0.000184783,0.000184783,0.000184783
47,519.639,2.22497,1.58966,0.85488,0.45965,0.31231,0.31843,0.16032,2.17152,1.32236,0.88373,0.000179623,0.000179623,0.000179623
48,528.439,2.36711,1.56205,0.86585,0.46597,0.31056,0.3231,0.16538,2.11681,1.31218,0.87991,0.000174462,0.000174462,0.000174462
49,536.71,2.35153,1.58429,0.85788,0.47102,0.30759,0.32966,0.17093,2.06438,1.29887,0.87622,0.000169302,0.000169302,0.000169302
50,550.166,2.2384,1.52536,0.8546,0.47698,0.30676,0.33705,0.17326,2.05959,1.28616,0.87592,0.000164142,0.000164142,0.000164142
51,559.949,2.34968,1.57518,0.8518,0.48301,0.30586,0.3425,0.17255,2.06267,1.27963,0.87492,0.000158981,0.000158981,0.000158981
52,570.613,2.37933,1.55837,0.85682,0.48388,0.30902,0.34688,0.17136,2.07409,1.27352,0.87469,0.000153821,0.000153821,0.000153821
53,581.642,2.1849,1.46611,0.86071,0.48102,0.31481,0.35294,0.17311,2.06014,1.25924,0.87417,0.00014866,0.00014866,0.00014866
54,595.083,2.2627,1.47071,0.85775,0.48623,0.31479,0.35493,0.17644,2.03796,1.24946,0.87269,0.0001435,0.0001435,0.0001435
55,605.655,2.24314,1.51917,0.84926,0.52699,0.32047,0.35556,0.177,2.04668,1.24199,0.87234,0.00013834,0.00013834,0.00013834
56,614.709,2.22464,1.48351,0.86236,0.52302,0.32084,0.35805,0.1771,2.05918,1.23718,0.87294,0.000133179,0.000133179,0.000133179
57,625.411,2.25351,1.42174,0.85395,0.52052,0.32739,0.35898,0.17745,2.05411,1.23435,0.87288,0.000128019,0.000128019,0.000128019
58,634.183,2.23001,1.45282,0.85,0.47238,0.32917,0.36043,0.17931,2.04973,1.22638,0.87313,0.000122859,0.000122859,0.000122859
59,645.877,2.29209,1.57579,0.86363,0.46987,0.3324,0.36292,0.18051,2.02552,1.21688,0.87109,0.000117698,0.000117698,0.000117698
60,655.255,2.38895,1.50121,0.8485,0.47406,0.33536,0.36721,0.18299,1.99174,1.21099,0.86832,0.000112538,0.000112538,0.000112538
61,667.126,2.28659,1.54515,0.83513,0.46891,0.33574,0.36336,0.1831,1.97621,1.2043,0.86663,0.000107378,0.000107378,0.000107378
62,675.368,2.24084,1.4967,0.86687,0.4661,0.33316,0.3626,0.18139,1.98181,1.20234,0.86599,0.000102217,0.000102217,0.000102217
63,687.443,2.40781,1.57655,0.84946,0.47301,0.33424,0.36744,0.18427,1.97751,1.19353,0.86553,9.70567e-05,9.70567e-05,9.70567e-05
64,696.017,2.25747,1.39133,0.83529,0.48009,0.33916,0.37202,0.1881,1.96062,1.18463,0.86481,9.18964e-05,9.18964e-05,9.18964e-05
65,704.377,2.27334,1.43223,0.85742,0.46923,0.34252,0.37433,0.18972,1.94764,1.17561,0.86426,8.6736e-05,8.6736e-05,8.6736e-05
66,716.88,2.26975,1.45909,0.84794,0.48797,0.34658,0.37708,0.19245,1.94623,1.16916,0.86427,8.15756e-05,8.15756e-05,8.15756e-05
67,727.25,2.25553,1.52656,0.83949,0.48564,0.34938,0.3804,0.19187,1.95644,1.16479,0.8648,7.64153e-05,7.64153e-05,7.64153e-05
68,742.301,2.15942,1.36743,0.85483,0.49292,0.34928,0.38281,0.19209,1.95937,1.16264,0.86486,7.12549e-05,7.12549e-05,7.12549e-05
69,751.627,2.19518,1.40835,0.84309,0.50132,0.3532,0.38511,0.19378,1.96164,1.1612,0.86468,6.60945e-05,6.60945e-05,6.60945e-05
70,760.475,2.26101,1.53158,0.84847,0.50028,0.35619,0.38565,0.19569,1.95195,1.15623,0.86441,6.09341e-05,6.09341e-05,6.09341e-05
71,813.317,2.13603,1.4315,0.87935,0.50633,0.35714,0.38758,0.19733,1.94344,1.151,0.86397,5.57738e-05,5.57738e-05,5.57738e-05
72,822.046,2.12567,1.39413,0.85556,0.50918,0.35864,0.38925,0.19795,1.9426,1.14725,0.86349,5.06134e-05,5.06134e-05,5.06134e-05
73,834.063,2.05987,1.39373,0.85336,0.51427,0.35944,0.39049,0.19699,1.94647,1.14813,0.86369,4.5453e-05,4.5453e-05,4.5453e-05
74,842.704,2.07918,1.32691,0.84921,0.51737,0.35865,0.39231,0.19772,1.95168,1.14754,0.86378,4.02926e-05,4.02926e-05,4.02926e-05
75,851.037,2.07615,1.32475,0.85143,0.51497,0.35788,0.39086,0.19666,1.96035,1.14744,0.86456,3.51322e-05,3.51322e-05,3.51322e-05
76,859.421,2.01824,1.26107,0.85321,0.51222,0.35695,0.38986,0.19595,1.96066,1.14673,0.86431,2.99719e-05,2.99719e-05,2.99719e-05
77,867.84,2.03167,1.28471,0.84686,0.51616,0.35778,0.39092,0.19657,1.95872,1.14795,0.86448,2.48115e-05,2.48115e-05,2.48115e-05
78,875.986,2.00807,1.33376,0.83972,0.51194,0.35898,0.39135,0.19705,1.95002,1.14579,0.86446,1.96511e-05,1.96511e-05,1.96511e-05
79,884.416,2.14892,1.34818,0.84693,0.51212,0.36023,0.3923,0.19763,1.94377,1.14433,0.86428,1.44908e-05,1.44908e-05,1.44908e-05
80,892.718,2.12991,1.38153,0.84463,0.50827,0.35951,0.39326,0.1981,1.93839,1.14277,0.86398,9.33037e-06,9.33037e-06,9.33037e-06
