epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,3.90704,4.3242,5.70234,1.68357,0,0,0,0,3.24257,4.97107,1.22155,4.17e-06,4.17e-06,4.17e-06
2,5.96627,3.74115,5.39437,1.52683,0,0,0,0,3.26659,4.97175,1.23545,1.23862e-05,1.23862e-05,1.23862e-05
3,7.77095,4.1216,5.40276,1.53876,0,0,0,0,3.28794,4.97325,1.25009,2.04372e-05,2.04372e-05,2.04372e-05
4,9.6444,3.985,5.52673,1.52566,0,0,0,0,3.30922,4.97404,1.25683,2.83231e-05,2.83231e-05,2.83231e-05
5,11.5631,4.14684,5.49981,1.61599,0,0,0,0,3.31793,4.97307,1.25776,3.60438e-05,3.60438e-05,3.60438e-05
6,13.8543,4.07821,5.53283,1.51017,0,0,0,0,3.29484,4.96731,1.24707,4.35994e-05,4.35994e-05,4.35994e-05
7,15.7994,4.08233,5.27421,1.45264,0,0,0,0,3.25106,4.95485,1.21292,5.09899e-05,5.09899e-05,5.09899e-05
8,17.7665,3.64979,5.05161,1.25443,0,0,0,0,3.25549,4.94981,1.18191,5.82153e-05,5.82153e-05,5.82153e-05
9,19.676,3.56112,4.93568,1.19896,0,0,0,0,3.2673,4.94737,1.16252,6.52755e-05,6.52755e-05,6.52755e-05
10,21.5706,3.73035,4.94819,1.18411,0,0,0,0,3.3093,4.94023,1.1475,7.21706e-05,7.21706e-05,7.21706e-05
11,23.38,3.61819,4.86602,1.15123,0,0,0,0,3.41546,4.93234,1.13944,7.89006e-05,7.89006e-05,7.89006e-05
12,25.0957,3.22538,4.6688,1.08013,0,0,0,0,3.517,4.91632,1.12747,8.54654e-05,8.54654e-05,8.54654e-05
13,26.8204,3.53938,4.70093,1.09758,0,0,0,0,3.57709,4.88921,1.10522,9.18651e-05,9.18651e-05,9.18651e-05
14,28.6721,3.39786,4.48233,1.05901,0,0,0,0,3.61358,4.86463,1.08711,9.80997e-05,9.80997e-05,9.80997e-05
15,30.5609,3.41026,4.43033,1.05332,0,0,0,0,3.55257,4.83861,1.06724,0.000104169,0.000104169,0.000104169
16,32.3455,3.35047,4.35204,1.02271,0,0,0,0,3.45287,4.81288,1.04788,0.000110073,0.000110073,0.000110073
17,34.1422,3.3963,4.22267,1.00139,0,0,0,0,3.36004,4.79183,1.03551,0.000115813,0.000115813,0.000115813
18,35.956,3.1744,4.0425,1.02429,0,0,0,0,3.22814,4.76328,1.0269,0.000121387,0.000121387,0.000121387
19,37.7857,3.12259,3.93333,1.01424,0,0,0,0,3.14385,4.73284,1.02241,0.000126796,0.000126796,0.000126796
20,39.5572,3.21532,3.8363,1.01674,0,0,0,0,3.04998,4.68536,1.01291,0.000132039,0.000132039,0.000132039
21,41.7047,3.20688,3.75288,1.00021,0,0,0,0,2.99101,4.62818,1.00589,0.000137118,0.000137118,0.000137118
22,43.6554,2.97047,3.55233,0.97843,0,0,0,0,2.94803,4.55746,0.99585,0.000142031,0.000142031,0.000142031
23,45.6781,3.13498,3.70181,0.97942,0.10114,0.00301,0.05197,0.02526,2.90862,4.48466,0.98598,0.00014678,0.00014678,0.00014678
24,47.6628,3.17721,3.52327,0.97476,0.08836,0.02133,0.0557,0.02856,2.89833,4.40757,0.98218,0.000151363,0.000151363,0.000151363
25,49.6205,3.02775,3.44351,0.96194,0.07874,0.04645,0.06281,0.03334,2.92775,4.32812,0.97777,0.000155781,0.000155781,0.000155781
26,51.4872,3.00341,3.34127,0.95617,0.06499,0.05654,0.06614,0.03573,2.95154,4.25333,0.9763,0.000160034,0.000160034,0.000160034
27,53.42,3.12818,3.37971,0.96049,0.04764,0.06115,0.06487,0.03606,2.97092,4.1566,0.97869,0.000164122,0.000164122,0.000164122
28,55.3495,3.07732,3.26011,0.95539,0.04764,0.06115,0.06487,0.03606,2.97092,4.1566,0.97869,0.000168045,0.000168045,0.000168045
29,57.3968,3.19445,3.24472,0.93663,0.15486,0.07164,0.12867,0.05683,2.97055,4.04976,0.97668,0.000171802,0.000171802,0.000171802
30,59.4206,3.12495,3.26196,0.93497,0.08176,0.10446,0.10342,0.05233,2.93774,3.92623,0.97233,0.000175395,0.000175395,0.000175395
31,61.334,2.94743,2.92778,0.93244,0.08176,0.10446,0.10342,0.05233,2.93774,3.92623,0.97233,0.000178822,0.000178822,0.000178822
32,63.6245,2.91478,2.99569,0.94646,0.06612,0.14975,0.11853,0.05836,2.83775,3.77799,0.96322,0.000182084,0.000182084,0.000182084
33,65.6864,2.87916,2.96636,0.9406,0.04849,0.17448,0.12769,0.06425,2.7126,3.63228,0.95468,0.000185181,0.000185181,0.000185181
34,67.6722,2.8401,2.78306,0.92092,0.04849,0.17448,0.12769,0.06425,2.7126,3.63228,0.95468,0.000188113,0.000188113,0.000188113
35,69.7056,2.92388,2.9144,0.94354,0.04598,0.19485,0.13888,0.06974,2.67136,3.48431,0.94908,0.00019088,0.00019088,0.00019088
36,72.0553,2.69069,2.71026,0.91551,0.04467,0.20397,0.14809,0.07566,2.60999,3.33573,0.94574,0.000193482,0.000193482,0.000193482
37,74.032,2.88923,2.77968,0.91343,0.04467,0.20397,0.14809,0.07566,2.60999,3.33573,0.94574,0.000195918,0.000195918,0.000195918
38,76.7225,2.8009,2.7696,0.93345,0.05192,0.21125,0.15854,0.08195,2.58227,3.18272,0.94081,0.00019819,0.00019819,0.00019819
39,78.6526,2.57932,2.53022,0.92953,0.06417,0.22949,0.17388,0.08948,2.55221,3.03056,0.93799,0.000200296,0.000200296,0.000200296
